iter	RMSE
296	0.188330446
297	0.1882061759
298	0.1880735095
299	0.1879830701
300	0.1878580088
301	0.1877742185
302	0.1876341795
303	0.1874787597
304	0.1873969971
305	0.1872930039
306	0.1872028024
307	0.1870221677
308	0.1868836016
309	0.186793012
310	0.1866731437
311	0.186584997
312	0.1864650318
313	0.1863499022
314	0.1862735816
315	0.1861807332
316	0.1860889598
317	0.1860147344
318	0.1858787216
319	0.1857839209
320	0.1855942823
321	0.1855199463
322	0.1853634176
323	0.1853146855
324	0.1852211668
325	0.1851098157
326	0.1849627634
327	0.1848484425
328	0.1846776888
329	0.1845894728
330	0.1844898261
331	0.1844019916
332	0.1843177186
333	0.184232318
334	0.1841136026
335	0.1839773966
336	0.1839062442
337	0.1838220776
338	0.1837236674
339	0.1836252894
340	0.1835400367
341	0.1834163529
342	0.1832830546
343	0.183130298
344	0.1830439693
345	0.1829257325
346	0.1828012975
347	0.182689805
348	0.1825787782
349	0.1824819101
350	0.1824054092
351	0.1822943347
352	0.1821808824
353	0.1821020216
354	0.1819728383
355	0.1819045386
356	0.1818734783
357	0.1817702355
358	0.1816426328
359	0.1815859808
360	0.1814864735
361	0.1814006097
362	0.1812432183
363	0.1811389037
364	0.1809682514
365	0.1808716098
366	0.1808157922
367	0.1806854675
368	0.1805232771
369	0.180404881
370	0.1803131846
371	0.1802211596
372	0.1801457639
373	0.1800310323
374	0.1798954633
375	0.1797467446
376	0.1796812565
377	0.1796163019
378	0.1795447305
379	0.1794749438
380	0.1793831411
381	0.1792200989
382	0.1791305831
383	0.1790207308
384	0.1788800476
385	0.1787842809
386	0.1786312469
387	0.1784914849
388	0.1783072183
389	0.1781731687
390	0.1780473268
391	0.1780078579
392	0.1779226317
393	0.1778063951
394	0.1777473493
395	0.1776244991
396	0.1775401051
397	0.1775011809
398	0.1773912872
399	0.1772976628
400	0.1771878841
401	0.1771057549
402	0.1770789556
403	0.1769993413
404	0.1768999668
405	0.1767451142
406	0.1766399848
407	0.1765529964
408	0.1764090464
409	0.1762977465
410	0.1762032308
411	0.1761461786
412	0.1760347801
413	0.1759719511
414	0.1758603178
415	0.1757617022
416	0.175636773
417	0.175562059
418	0.1754880045
419	0.1753893788
420	0.175293174
421	0.1751795319
422	0.175068165
423	0.174967777
424	0.1748831174
425	0.1747595738
426	0.174714046
427	0.1746313556
428	0.1745543212
429	0.1744565369
430	0.1743820999
431	0.1742915765
432	0.1741784013
433	0.1740869062
434	0.1740148632
435	0.1738932216
436	0.1737869683
437	0.1736510186
438	0.1735482473
439	0.1734743829
440	0.1733814812
441	0.1733178112
442	0.1731870986
443	0.1730568224
444	0.1729481156
445	0.1728665572
446	0.1727699065
447	0.1726793865
448	0.1725752713
449	0.1725163728
450	0.172403972
451	0.1723177704
452	0.1722573626
453	0.1722032142
454	0.1721200239
455	0.172046344
456	0.1719329457
457	0.1718878093
458	0.1718087303
459	0.1717157425
460	0.171665218
461	0.1715852161
462	0.17150772
463	0.1714125767
464	0.1713206374
465	0.1712357644
466	0.1711493362
467	0.171037843
468	0.1709820659
469	0.1708846193
470	0.1708251225
471	0.1707366491
472	0.1706573242
473	0.1705960945
474	0.1705099659
475	0.1704152045
476	0.1703358847
477	0.1702815151
478	0.1701510055
479	0.1700774482
480	0.1700082637
481	0.1699655925
482	0.1698245565
483	0.169740573
484	0.169636066
485	0.1695637225
486	0.1695174311
487	0.1694265514
488	0.1693227552
489	0.1692501187
490	0.1691710652
491	0.1690895461
492	0.1690262402
493	0.1689300114
494	0.1688361793
495	0.1687446714
496	0.1686817834
497	0.1685987268
498	0.1685248641
499	0.1684533543
500	0.1683424636
501	0.1682390667
502	0.1681325955
503	0.1680650424
504	0.1680161861
505	0.1679741808
506	0.1678975991
507	0.1678279661
508	0.1677216492
509	0.1676525649
510	0.1675524136
511	0.1674959418
512	0.1674129917
513	0.1673322667
514	0.1672360721
515	0.167158478
516	0.1671080907
517	0.1670249618
518	0.1669760823
519	0.1669355155
520	0.1668317763
521	0.1667321194
522	0.1666332504
523	0.1665168787
524	0.1664611102
525	0.1663683577
526	0.1662790784
527	0.1662340765
528	0.1661671312
529	0.1661085786
530	0.1660505292
531	0.1660065207
532	0.165872758
533	0.1658342941
534	0.1657420923
535	0.1656718766
536	0.1655763975
537	0.1654600971
538	0.1653734673
539	0.1652772363
540	0.1651663575
541	0.1650861845
542	0.1649912807
543	0.1648918116
544	0.1648227096
545	0.1647195873
546	0.1646569309
547	0.1645813611
548	0.1645159259
549	0.1644323864
550	0.1643246604
551	0.1642664794
552	0.1641903906
553	0.1641404234
554	0.1640851186
555	0.1640432676
556	0.1639916056
557	0.1639304719
558	0.163861129
559	0.1638294646
560	0.1637365633
561	0.1636613498
562	0.1635954413
563	0.1635489584
564	0.1634875021
565	0.1634119976
566	0.1633061767
567	0.1632068869
568	0.1631566483
569	0.1630669584
570	0.1629871611
571	0.1629136255
572	0.1628546908
573	0.1627613959
574	0.1626871188
575	0.162638219
576	0.162572425
577	0.1625123306
578	0.1624121338
579	0.1623294217
580	0.1622806448
581	0.1622054694
582	0.1621490825
583	0.162062195
584	0.162014777
585	0.1619503073
586	0.1618940802
587	0.1618434076
588	0.1617505666
589	0.1616902713
590	0.161629595
591	0.1616033363
592	0.1615548292
593	0.1614856366
594	0.1614163939
595	0.1613776634
596	0.1612776091
597	0.1612146294
598	0.16112741
599	0.1610597204
600	0.1609772023
601	0.1609089631
602	0.1607968039
603	0.1607327744
604	0.160638798
605	0.1605498665
606	0.1604824927
607	0.160364339
608	0.1602780418
609	0.1602097856
610	0.160160632
611	0.1601065287
612	0.1600717787
613	0.1600343299
614	0.1599701273
615	0.1599328285
616	0.1598606094
617	0.1597935613
618	0.1597426493
619	0.1596502284
620	0.159589257
621	0.1595419382
622	0.159470243
623	0.1593928277
624	0.1593483976
625	0.1592697316
626	0.1592170142
627	0.1591612927
628	0.159090802
629	0.1590117124
630	0.1589689401
631	0.1588950302
632	0.1588534455
633	0.1588101502
634	0.1587163581
635	0.1586466769
636	0.158600282
637	0.1585522983
638	0.1584851769
639	0.1584198028
640	0.1583249426
641	0.1582768973
642	0.1582213058
643	0.1581673938
644	0.1580921104
645	0.1579901803
646	0.1579081013
647	0.1578734168
648	0.1578415726
649	0.1577966394
650	0.157719522
651	0.1576597146
652	0.1576035319
653	0.1575414975
654	0.1574870543
655	0.1574436264
656	0.1574035103
657	0.1573673024
658	0.1572887219
659	0.1572554721
660	0.1571475937
661	0.1570831382
662	0.1570368109
663	0.1569875863
664	0.1568869517
665	0.15680816
666	0.1567252227
667	0.1566524067
668	0.1565871213
669	0.1565132374
670	0.1564499284
671	0.1563882264
672	0.1563328378
673	0.1562802319
674	0.1562028303
675	0.1561347363
676	0.1560737979
677	0.156017563
678	0.1559477954
679	0.1558623301
680	0.1558160893
681	0.1557540455
682	0.1556749656
683	0.1556449065
684	0.1555575284
685	0.1555204936
686	0.1554600666
687	0.1553858147
688	0.1553048142
689	0.1552148095
690	0.1551598674
691	0.1551252284
692	0.1550632637
693	0.154977064
694	0.1548594344
695	0.1548140585
696	0.1547608796
697	0.1546941141
698	0.154633217
699	0.1545755576
700	0.1545240429
701	0.1544545554
702	0.1543576605
703	0.1543148838
704	0.1542509562
705	0.1542293694
706	0.1541806176
707	0.1541120733
708	0.1540809764
709	0.1540479574
710	0.1540055005
711	0.1539324482
712	0.1538540226
713	0.1538049499
714	0.1537224593
715	0.1536981878
716	0.1536167514
717	0.1535269754
718	0.1534788282
719	0.1534107117
720	0.1533584413
721	0.1532793217
722	0.1532189488
723	0.1531635151
724	0.1530695549
725	0.1530210837
726	0.1529610945
727	0.1528949224
728	0.152850041
729	0.1527868882
730	0.1526666202
731	0.1526346002
732	0.1525599049
733	0.1525115104
734	0.1524797832
735	0.1524250355
736	0.1523933159
737	0.1523590685
738	0.1523217126
739	0.1522647885
740	0.1522018972
741	0.1521556194
742	0.1521048485
743	0.1520430212
744	0.1519788108
745	0.1519164797
746	0.1518863706
747	0.1518183674
748	0.1517776654
749	0.1517262301
750	0.1516746927
751	0.1516192717
752	0.1515810637
753	0.1515182251
754	0.1514668243
755	0.1514038393
756	0.1513405605
757	0.1513151796
758	0.1512777974
759	0.1512385684
760	0.1511907723
761	0.1511152993
762	0.1510914378
763	0.1510433253
764	0.1509633598
765	0.1509271893
766	0.1508493068
767	0.1507837779
768	0.1507354288
769	0.1506824786
770	0.1506349237
771	0.1506020656
772	0.1505345117
773	0.1504726647
774	0.1504120334
775	0.150354392
776	0.150320214
777	0.1502756994
778	0.1501966042
779	0.1500938048
780	0.1500536176
781	0.1500252576
782	0.1499612448
783	0.149915593
784	0.1498695624
785	0.1498112345
786	0.1497599092
787	0.1497304886
788	0.1496867556
789	0.1496293044
790	0.1495941359
791	0.1495536536
792	0.1494619143
793	0.1493997561
794	0.1492821247
795	0.1492181206
796	0.1491614351
797	0.1491164119
798	0.1490495832
799	0.1490007334
800	0.1489701513
801	0.1489045783
802	0.1488509903
803	0.1488063652
804	0.1487407294
805	0.1486936884
806	0.1486384262
807	0.1485893961
808	0.1485537532
809	0.148492065
810	0.1484327548
811	0.1484022113
812	0.1483396882
813	0.1482776225
814	0.1482471632
815	0.1481893643
816	0.148169677
817	0.1481147809
818	0.1480759105
819	0.1480343765
820	0.1479769223
821	0.147906824
822	0.1478831522
823	0.1477982683
824	0.1477522336
825	0.1476617688
826	0.1476360165
827	0.1475586494
828	0.147524753
829	0.1474572623
830	0.1474119729
831	0.1473450836
832	0.1473112944
833	0.1472739024
834	0.1472435746
835	0.1472064698
836	0.1471619844
837	0.1471299051
838	0.1470712963
839	0.1469975497
840	0.1469650374
841	0.1469224224
842	0.1468644542
843	0.146793918
844	0.146753478
845	0.1467168374
846	0.1466968417
847	0.1466720529
848	0.146618825
849	0.1465734435
850	0.1465263685
851	0.1464848493
852	0.1464485296
853	0.1464167113
854	0.1463786491
855	0.1463337712
856	0.14627393
857	0.146229759
858	0.1461831996
859	0.1461279663
860	0.1460915226
861	0.1460321913
862	0.1460034095
863	0.1459601849
864	0.1458978546
865	0.1458637769
866	0.1458334612
867	0.1457602641
868	0.1456764263
869	0.1456214019
870	0.1455564498
871	0.1455016251
872	0.1454604119
873	0.1454238962
874	0.1453408019
875	0.1453005681
876	0.1452683306
877	0.1452404825
878	0.1451867175
879	0.1451513879
880	0.1451117983
881	0.1450516645
882	0.14500356
883	0.1449552938
884	0.1448953175
885	0.1448546599
886	0.144799421
887	0.1447197059
888	0.1446700305
889	0.1446143912
890	0.1445736611
891	0.1445263091
892	0.1444746208
893	0.1444354543
894	0.1443827517
895	0.1443451299
896	0.1442876792
897	0.1442429159
898	0.1442071756
899	0.1440992335
900	0.1440429712
901	0.1440016901
902	0.1439661922
903	0.1438926318
904	0.1438412166
905	0.1437983254
906	0.1437199749
907	0.1436820414
908	0.1436418754
909	0.1435933273
910	0.1435462845
911	0.1434915849
912	0.1434786257
913	0.1434350857
914	0.1433805221
915	0.143347023
916	0.1432849643
917	0.1432339427
918	0.1431908195
919	0.1431426064
920	0.1430560875
921	0.1430013045
922	0.1429270792
923	0.1428831342
924	0.142838523
925	0.1427994523
926	0.1427233975
927	0.1426706161
928	0.1426284216
929	0.1426088858
930	0.142593609
931	0.1425321865
932	0.142492163
933	0.1424439832
934	0.1424072485
935	0.1423809478
936	0.1423485838
937	0.1423299874
938	0.142273908
939	0.1422593039
940	0.1422269433
941	0.1421831793
942	0.1421274164
943	0.1420939013
944	0.1420476475
945	0.1419937555
946	0.1418906434
947	0.1418671804
948	0.1418380784
949	0.1417704979
950	0.1417455668
951	0.1416740653
952	0.1416158329
953	0.1415138187
954	0.141469065
955	0.1414241614
956	0.1413782596
957	0.141343673
958	0.141250815
959	0.1412271033
960	0.1411975161
961	0.1411516687
962	0.1411101044
963	0.1410619398
964	0.141034423
965	0.1410053813
966	0.1409806981
967	0.1409328756
968	0.1409056282
969	0.1408523986
970	0.1407967799
971	0.140759865
972	0.1407044747
973	0.1406434892
974	0.140587602
975	0.1405655138
976	0.1405115177
977	0.1404445093
978	0.140393831
979	0.1403281905
980	0.1402849312
981	0.1402442265
982	0.1402075695
983	0.140127617
984	0.1400706423
985	0.1400136136
986	0.1399930531
987	0.1399492373
988	0.1399084885
989	0.1398608405
990	0.1397858934
991	0.1397495929
992	0.1396892387
993	0.1396361702
994	0.1395744875
995	0.1395413098
996	0.1395157802
997	0.139428241
998	0.1393726191
999	0.1393342618
1000	0.1392609177
1001	0.1391941983
1002	0.1391490068
1003	0.1391187194
1004	0.139057037
1005	0.1389933289
1006	0.1389418486
1007	0.1388953471
1008	0.1388359335
1009	0.1387787542
1010	0.1386923746
1011	0.1386741395
1012	0.1386429401
1013	0.1385946441
1014	0.1385374193
1015	0.1385155732
1016	0.1384698206
1017	0.138424024
1018	0.1383948519
1019	0.1383141905
1020	0.138261082
1021	0.1382061394
1022	0.1381614246
1023	0.1381127693
1024	0.1380703115
1025	0.1380425928
1026	0.1379991375
1027	0.1379435193
1028	0.1379146897
1029	0.1378337419
1030	0.1378156752
1031	0.13777805
1032	0.1377389601
1033	0.1376871493
1034	0.1376512298
1035	0.1376127441
1036	0.1375673696
1037	0.1375394556
1038	0.1375011805
1039	0.1374697504
1040	0.1374404371
1041	0.1374086102
1042	0.1373818463
1043	0.1373569588
1044	0.1372819402
1045	0.1372419892
1046	0.1372116483
1047	0.1371564635
1048	0.1371268889
1049	0.1371048271
1050	0.1370762581
1051	0.1370541478
1052	0.1369984748
1053	0.1369560299
1054	0.136909775
1055	0.1368706021
1056	0.1368066006
1057	0.1367287606
1058	0.1366824109
1059	0.1366325768
1060	0.1365878434
1061	0.1365620386
1062	0.1364980611
1063	0.1364252582
1064	0.1363739662
1065	0.1363314641
1066	0.1362710191
1067	0.1362370885
1068	0.1361867686
1069	0.1361438105
1070	0.1361059882
1071	0.1360545854
1072	0.136008649
1073	0.1359770493
1074	0.1359199852
1075	0.1358598657
1076	0.1358241467
1077	0.1357720109
1078	0.1357293291
1079	0.1357043759
1080	0.1356555162
1081	0.1355657502
1082	0.1355429738
1083	0.1354730151
1084	0.1354218013
1085	0.1353884517
1086	0.1353498142
1087	0.1353063556
1088	0.135255237
1089	0.1352258064
1090	0.1351780603
1091	0.1351324045
1092	0.1350988488
1093	0.1350709519
1094	0.1350023652
1095	0.1349642162
1096	0.1348929117
1097	0.1348529061
1098	0.1347912963
1099	0.1347481985
1100	0.1346952751
1101	0.1346383664
1102	0.1345971853
1103	0.1345669591
1104	0.1345350282
1105	0.1344884066
1106	0.1344449528
1107	0.1344013768
1108	0.1343668523
1109	0.1343189915
1110	0.1342784962
1111	0.134253863
1112	0.1342181875
1113	0.1341589635
1114	0.1341154011
1115	0.1340761625
1116	0.1340271975
1117	0.1339851936
1118	0.1339579314
1119	0.1339062559
1120	0.1338947717
1121	0.133857502
1122	0.1337957749
1123	0.1337479627
1124	0.1337132999
1125	0.1336719047
1126	0.1336287827
1127	0.1335771459
1128	0.1335409043
1129	0.13352207
1130	0.1334760117
1131	0.133444692
1132	0.1334178668
1133	0.1334027792
1134	0.1333675147
1135	0.13332495
1136	0.1332617577
1137	0.133231809
1138	0.1331838485
1139	0.1331597216
1140	0.133124828
1141	0.1330954577
1142	0.1330158961
1143	0.1329944972
1144	0.1329636529
1145	0.1329297109
1146	0.1328761252
1147	0.1328297756
1148	0.1327867892
1149	0.1327561428
1150	0.1327304615
1151	0.1326907901
1152	0.1326513928
1153	0.1325846376
1154	0.1325639856
1155	0.1325194856
1156	0.1324778215
1157	0.1324576011
1158	0.132420238
1159	0.1323760797
1160	0.1323356207
1161	0.1322854936
1162	0.1322507777
1163	0.1322011165
1164	0.132181492
1165	0.1321518816
1166	0.1320937268
1167	0.1320695314
1168	0.1320097801
1169	0.1319553508
1170	0.1319238439
1171	0.1318721957
1172	0.1318334896
1173	0.1318001923
1174	0.1317594213
1175	0.1317085127
1176	0.1316723448
1177	0.131630419
1178	0.1315763074
1179	0.1315215709
1180	0.1314867722
1181	0.1314368992
1182	0.1313948635
1183	0.1313423395
1184	0.1312954083
1185	0.1312507749
1186	0.1312090402
1187	0.1311787996
1188	0.1311305053
1189	0.1310772808
1190	0.1310307404
1191	0.1310107602
1192	0.1309697296
1193	0.1309275117
1194	0.1308931266
1195	0.1308484611
1196	0.1308251382
1197	0.1307636105
1198	0.1307242077
1199	0.130690812
1200	0.1306275341
1201	0.1305906655
1202	0.1305493153
1203	0.1305028459
1204	0.1304622871
1205	0.1304194683
1206	0.1303820433
1207	0.1303455039
1208	0.1303326236
1209	0.1302977162
1210	0.1302505883
1211	0.1302038178
1212	0.130173015
1213	0.1301524411
1214	0.1301017385
1215	0.1300470424
1216	0.129995981
1217	0.1299665575
1218	0.1299406127
1219	0.129913565
1220	0.1298831519
1221	0.1298357837
1222	0.1298033634
1223	0.1297636047
1224	0.1297211388
1225	0.129665725
1226	0.1296318744
1227	0.129581186
1228	0.129533504
1229	0.1295038569
1230	0.1294633243
1231	0.1294248046
1232	0.1293810241
1233	0.1293330459
1234	0.1292931878
1235	0.1292622438
1236	0.1292265203
1237	0.1291874663
1238	0.1291580016
1239	0.1291300407
1240	0.129114158
1241	0.1290664386
1242	0.1290154838
1243	0.1289879364
1244	0.1289569169
1245	0.1289078017
1246	0.1288530639
1247	0.1288159474
1248	0.1287609058
1249	0.1287040896
1250	0.1286672143
1251	0.1286279876
1252	0.1285860397
1253	0.128553593
1254	0.1285322356
1255	0.1284909695
1256	0.1284593781
1257	0.1284284879
1258	0.1283978455
1259	0.1283475073
1260	0.1283272583
1261	0.1282928848
1262	0.1282578442
1263	0.1282138193
1264	0.1281810076
1265	0.1281551085
1266	0.1281063127
1267	0.1280765949
1268	0.128026864
1269	0.1279945276
1270	0.127953685
1271	0.1279182924
1272	0.1278645106
1273	0.127822608
1274	0.1278028127
1275	0.1277384265
1276	0.1276833422
1277	0.1276374207
1278	0.127608134
1279	0.1275856734
1280	0.1275467025
1281	0.1275055532
1282	0.1274740885
1283	0.1274427057
1284	0.1274096638
1285	0.1273827404
1286	0.1273447473
1287	0.1273227054
1288	0.1272998281
1289	0.127283936
1290	0.1272589713
1291	0.1272179391
1292	0.1271765676
1293	0.1271453641
1294	0.127107207
1295	0.1270837759
1296	0.127054125
1297	0.1270076225
1298	0.126985391
1299	0.1269463785
1300	0.1269178745
1301	0.1268833841
1302	0.1268606575
1303	0.1268427686
1304	0.1267902012
1305	0.1267775935
1306	0.1267507525
1307	0.1267188241
1308	0.126670758
1309	0.1266325605
1310	0.1265843441
1311	0.1265364154
1312	0.1264806365
1313	0.1264538856
1314	0.1263907969
1315	0.1263558454
1316	0.12631788
1317	0.1262922304
1318	0.1262446764
1319	0.126206208
1320	0.1261710511
1321	0.1261453447
1322	0.1260941657
1323	0.1260529236
1324	0.1260305129
1325	0.1260062133
1326	0.125974162
1327	0.1259285277
1328	0.1258911137
1329	0.125855399
1330	0.1258291694
1331	0.1258047857
1332	0.1257830106
1333	0.1257523452
1334	0.1257314357
1335	0.1256952007
1336	0.1256750338
1337	0.1256537595
1338	0.1256158148
1339	0.1256001114
1340	0.1255769499
1341	0.1255242433
1342	0.1254807746
1343	0.1254544967
1344	0.1254378614
1345	0.1253811382
1346	0.1253461482
1347	0.1253011395
1348	0.1252439109
1349	0.1252219889
1350	0.1251910477
1351	0.1251454282
1352	0.1251054434
1353	0.1250663323
1354	0.1250466559
1355	0.1250116336
1356	0.1249773998
1357	0.1249312481
1358	0.124895971
1359	0.1248691027
1360	0.1248346472
1361	0.1248102719
1362	0.1247576132
1363	0.1247223047
1364	0.1246679279
1365	0.1246334201
1366	0.1245993213
1367	0.1245835337
1368	0.1245288666
1369	0.1244877494
1370	0.1244410693
1371	0.1244063127
1372	0.1243594821
1373	0.1243137375
1374	0.1242476668
1375	0.1242187393
1376	0.1241820071
1377	0.1241699862
1378	0.1241374909
1379	0.1241174125
1380	0.1240843823
1381	0.1240455961
1382	0.12400441
1383	0.1239735046
1384	0.1239406342
1385	0.1239148515
1386	0.1238853083
1387	0.1238413116
1388	0.1238135392
1389	0.1237725729
1390	0.1237360022
1391	0.1237087722
1392	0.1236646925
1393	0.1236329435
1394	0.123586754
1395	0.1235684936
1396	0.1235118746
1397	0.1234879613
1398	0.1234570807
1399	0.1234340503
1400	0.1233984645
1401	0.123362314
1402	0.1233338697
1403	0.1233041633
1404	0.1232594705
1405	0.1232160303
1406	0.1231785302
1407	0.1231299673
1408	0.1231051803
1409	0.1230782376
1410	0.123048137
1411	0.123022898
1412	0.1229841508
1413	0.1229502529
1414	0.1229193742
1415	0.1229050497
1416	0.1228741881
1417	0.1228403513
1418	0.1228149931
1419	0.1227663381
1420	0.1227369176
1421	0.1226843047
1422	0.1226461798
1423	0.1226225037
1424	0.1225938215
1425	0.1225652631
1426	0.1225411091
1427	0.1225114726
1428	0.1224850234
1429	0.1224461693
1430	0.1224057906
1431	0.1223558295
1432	0.1223356271
1433	0.1222925296
1434	0.1222763259
1435	0.1222578132
1436	0.1222004081
1437	0.1221871089
1438	0.1221671246
1439	0.1221349793
1440	0.1221014933
1441	0.1220864996
1442	0.1220537783
1443	0.1220334643
1444	0.1219842917
1445	0.121958263
1446	0.1219273176
1447	0.1219035383
1448	0.1218622183
1449	0.1218196849
1450	0.1217896199
1451	0.121766191
1452	0.1217300187
1453	0.121700707
1454	0.1216656888
1455	0.1216358959
1456	0.1216093242
1457	0.1215805454
1458	0.1215383306
1459	0.1215145312
1460	0.121472135
1461	0.1214436646
1462	0.1214035054
1463	0.1213610556
1464	0.1213443302
1465	0.1213179595
1466	0.1212811533
1467	0.1212452164
1468	0.1212039768
1469	0.1211724377
1470	0.1211523185
1471	0.1211169548
1472	0.1210940675
1473	0.1210490391
1474	0.1210266266
1475	0.1210032455
1476	0.1209631947
1477	0.1209297527
1478	0.1208758338
1479	0.1208244796
1480	0.120796715
1481	0.1207756021
1482	0.1207395925
1483	0.1207138436
1484	0.1206746672
1485	0.1206423247
1486	0.120604904
1487	0.1205625549
1488	0.1205327062
1489	0.1205093564
1490	0.1204836086
1491	0.1204500895
1492	0.1204125301
1493	0.1203535864
1494	0.1203020443
1495	0.1202614427
1496	0.1202277752
1497	0.120202457
1498	0.1201665084
1499	0.1201267909
1500	0.1200925412
1501	0.1200549698
1502	0.1200272875
1503	0.1199797005
1504	0.1199333027
1505	0.1199166138
1506	0.1198764358
1507	0.119849901
1508	0.1198185526
1509	0.1197772308
1510	0.1197208036
1511	0.1197042506
1512	0.1196764174
