iter	RMSE
1513	0.1196249565
1514	0.1195927182
1515	0.1195510418
1516	0.1195280589
1517	0.1195015582
1518	0.1194702404
1519	0.1194363572
1520	0.1194064476
1521	0.1193801867
1522	0.1193523807
1523	0.119325202
1524	0.1192954296
1525	0.1192478227
1526	0.1192157221
1527	0.1191812484
1528	0.1191422355
1529	0.1191185267
1530	0.1190777705
1531	0.1190582574
1532	0.119032156
1533	0.119015234
1534	0.1189877015
1535	0.11896463
1536	0.1189388329
1537	0.1188935856
1538	0.1188432605
1539	0.1188087457
1540	0.118776604
1541	0.1187508663
1542	0.1187272568
1543	0.1186970202
1544	0.1186731422
1545	0.1186345266
1546	0.118619717
1547	0.1186044929
1548	0.1185888294
1549	0.118568155
1550	0.1185432831
1551	0.1185149121
1552	0.1184716785
1553	0.1184467466
1554	0.1184060575
1555	0.1183722658
1556	0.1183292091
1557	0.1182844884
1558	0.1182674068
1559	0.1182226376
1560	0.1181986571
1561	0.1181709416
1562	0.1181337853
1563	0.1181183309
1564	0.1180956069
1565	0.1180484109
1566	0.1180118499
1567	0.1179809089
1568	0.1179649403
1569	0.1179387144
1570	0.1179166913
1571	0.1178904169
1572	0.1178624963
1573	0.1178343176
1574	0.1177930127
1575	0.1177715826
1576	0.1177405538
1577	0.117683982
1578	0.1176525014
1579	0.117608938
1580	0.1175744926
1581	0.1175523749
1582	0.1175305211
1583	0.1175047988
1584	0.1174846009
1585	0.1174627011
1586	0.1174044174
1587	0.1173907846
1588	0.1173609383
1589	0.11732935
1590	0.1173066368
1591	0.1172900289
1592	0.1172669617
1593	0.1172045671
1594	0.1171902518
1595	0.1171611597
1596	0.1171392953
1597	0.1171155357
1598	0.1170786868
1599	0.1170508126
